,VideoID,Start,End,AnnotationTime,Description,true_id,Tenemos video
79155,hkkmKk9LcQk,36,43,53,A man is eating a banana.,hkkmKk9LcQk_36_43,1
79228,2HpZvL-_fiY,40,44,28,Models dancing in living room,2HpZvL-_fiY_40_44,1
79296,r2oI9Y-3wAo,21,28,23,Baby pandas are crawling on a bench.,r2oI9Y-3wAo_21_28,1
79354,4PayIIIOeIs,230,238,30,A man takes a shot at a target outside.,4PayIIIOeIs_230_238,1
79416,v4_AzQSnmY4,40,55,44,A woman gallops on a horse.,v4_AzQSnmY4_40_55,1
79552,b97TK8XVLHE,40,50,136,A man is smiling as he reads an email message.,b97TK8XVLHE_40_50,1
79601,Z8rTzW9Gb6Y,116,123,15,A woman is eating a piece of fried chicken.,Z8rTzW9Gb6Y_116_123,1
79658,KpmVL4ANieA,0,9,81,"A monkey pulls a dogs tail, runs away, then comes back and yanks at the dog's leg, again running away.",KpmVL4ANieA_0_9,1
79787,fqly5kyO2MI,10,20,59,A jackal is walking around in a field.,fqly5kyO2MI_10_20,1
79893,bmOy6p87TWI,26,35,45,A man has a conversation with a younger man.,bmOy6p87TWI_26_35,1
79965,-zOrV-5vh1A,69,76,90,Possibly thousands of various sized colored balls are bouncing down a street.,-zOrV-5vh1A_69_76,1
80016,OBLIjdMIIt8,54,61,32,A group of cars are driving down a road.,OBLIjdMIIt8_54_61,1
80065,bmvD4HlPFxg,20,27,32,A woman drops down a vine.,bmvD4HlPFxg_20_27,1
80122,nTUONeDqhdk,10,15,43,A baby is on football dress.,nTUONeDqhdk_10_15,1
80180,ecm9gf2Pgkc,1,24,31,A girl playing with a white puppy,ecm9gf2Pgkc_1_24,1
80312,dtn0PuxgfkM,0,5,19,A person is pushed off a ship.,dtn0PuxgfkM_0_5,1
80366,zbAk0gX7kas,16,24,76,A monkey is lying down chewing on something.,zbAk0gX7kas_16_24,1
80416,HV12kTtdTT4,5,14,65,A cat is watching something on a television or computer screen.,HV12kTtdTT4_5_14,1
80465,TjLCJKoot4U,43,65,28,The lion is chasing the bear.,TjLCJKoot4U_43_65,1
80512,x_7BrCQdVUs,172,177,166,A young woman in a Halloween costume sits down on the couch and wakes up someone else dressed in a costume.,x_7BrCQdVUs_172_177,1
80557,HO_ovIrLWfQ,1,11,59,A man is rowing a boat.,HO_ovIrLWfQ_1_11,1
80635,YwmUgVrUJ4I,0,15,56,A woman is doing weight exercises.,YwmUgVrUJ4I_0_15,1
80693,yId1rg5-ac0,40,50,59,Two women are wrestling in their underwear.,yId1rg5-ac0_40_50,1
80787,4zPSShqsq-o,3,16,24,A baby is smiling and laughing.,4zPSShqsq-o_3_16,1
80861,W1052h2rzoA,91,98,51,Two men are dancing like robots on stage.,W1052h2rzoA_91_98,1
80957,EXyp0Q7L1zE,30,38,94,A woman opens a window in a house on stilts and stands there primping her hair.,EXyp0Q7L1zE_30_38,1
81013,OO-5-eVEKPA,25,31,52,A young girl seated on stage is playing a baby-grand piano.,OO-5-eVEKPA_25_31,1
81061,q-JHcsqJXWY,0,8,31,A panda is lying down.,q-JHcsqJXWY_0_8,1
81120,5E66Gk3V1Bc,23,30,103,A monkey is swinging from limb to limb.,5E66Gk3V1Bc_23_30,1
81304,05Gtb7_9tLU,0,9,92,Several animal drawn covered carts are going down the street.,05Gtb7_9tLU_0_9,1
81415,PTxHJMM6hHE,0,15,158,A boy in a seat belt in the backseat of a car is yelling at the electronic game he is playing.,PTxHJMM6hHE_0_15,1
81464,gIvetX_oXeI,85,90,58,A man is lying down on a blue mat exercising.,gIvetX_oXeI_85_90,1
81516,TZ860P4iTaM,11,20,24,A cat plays the piano.,TZ860P4iTaM_11_20,1
81579,3doK4FQM5-k,46,57,48,a man filing up a pot of water,3doK4FQM5-k_46_57,1
81636,hM3jzlyNIpc,0,10,36,A hamster runs on his mill.,hM3jzlyNIpc_0_10,1
81710,yvfhk1kwKls,103,113,63,"A woman, in a long black gown, is dancing.",yvfhk1kwKls_103_113,1
81758,2Nn2CAeaI5k,72,77,158,Four children are running through a parking lot.,2Nn2CAeaI5k_72_77,1
81838,l57mQZvDaL4,10,30,50,A cat is grooming a large dog with it's tongue.,l57mQZvDaL4_10_30,1
81889,aA05I5QaZnM,66,75,37,A young woman is curling her hair with a round hairbrush.,aA05I5QaZnM_66_75,1
82071,dc4UltkRJsw,53,59,123,A crying boy drops his backpack and runs up to a large tree that has fallen across a street.,dc4UltkRJsw_53_59,1
82110,k8l4ETsylVY,9,18,16,A dog is swimming in a pool.,k8l4ETsylVY_9_18,1
82186,3OPQqH3YlHA,50,54,44,A woman peels a potato.,3OPQqH3YlHA_50_54,1
82311,QTAqjSbMkXU,65,75,39,A women preps a salmon meal.,QTAqjSbMkXU_65_75,1
82379,-mAoVOhKy0c,4,9,112,A yellow train is driving on an track on a bridge.,-mAoVOhKy0c_4_9,1
82423,Z3rj9LbCOaM,0,12,31,Baby otters playing in a pool.,Z3rj9LbCOaM_0_12,1
82490,E4k0Aylzdyo,97,104,96,A woman climbs on the back of a motorcycle occupied by a man and puts on a helmet.,E4k0Aylzdyo_97_104,1
82547,D1X6qXkLjYE,41,49,115,A woman dancing in front of a microphone begins to sing while accompanied by a man on a keyboard.,D1X6qXkLjYE_41_49,1
82653,vub04F8CWng,32,41,265,A pair of zebras are playing with each other.,vub04F8CWng_32_41,1
82725,LjimLwAhAOQ,5,15,30,A girl is taking on the phone to another girl.,LjimLwAhAOQ_5_15,1
82789,bqMmyY1ImkI,0,14,47,Boys are bathing in the water-tub.,bqMmyY1ImkI_0_14,1
82914,9d57lHEsLU8,1,14,31,A frog attempting to catch a fly out of water.,9d57lHEsLU8_1_14,1
82975,2LgrGHWSy6k,122,135,30,A woman drinking alcohol from a bottle.,2LgrGHWSy6k_122_135,1
83033,d4AGWnHJcaY,6,19,244,A hamster is eating off the ground.,d4AGWnHJcaY_6_19,1
83099,RjpbFlOHFps,8,25,54,A bomb is off outside of a city.,RjpbFlOHFps_8_25,1
83224,4_WZN7uW0NY,140,145,72,Two women are sweeping the water out the door of a flooded room.,4_WZN7uW0NY_140_145,1
83326,VyBXcQ1v_cw,7,15,14,A man lifts weights.,VyBXcQ1v_cw_7_15,1
83371,3zgEl-OLFKE,12,15,29,A dog runs up stairs.,3zgEl-OLFKE_12_15,1
83470,kKGehSw5ht8,39,45,63,"A man holds his hand in the air, while staring at an object.",kKGehSw5ht8_39_45,1
83522,hbE29pZh76I,3,8,57,Dwayne Wade does a fancy layup in an all-star game.,hbE29pZh76I_3_8,1
83587,uB9zRlV47qA,17,23,114,Two bear cubs are digging into dirt and plant matter at the base of a tree.,uB9zRlV47qA_17_23,1
83645,1kYWws89W3Y,0,5,50,A cat appears to walk up a wall from floor to ceiling.,1kYWws89W3Y_0_5,1
83691,wgrrQwLdME8,0,10,84,"A young boy, standing on a couch, is singing into a microphone and playing the guitar.",wgrrQwLdME8_0_10,1
83736,z2kUc8wp9l8,40,46,39,a soccer player kicking a soccer ball to himself,z2kUc8wp9l8_40_46,1
83807,N2Cm0SLr0ZE,18,29,19,A boy is playing guitar.,N2Cm0SLr0ZE_18_29,1
83857,ZdNP0dXCx2I,78,90,30,a man and woman riding in a car,ZdNP0dXCx2I_78_90,1
83976,-pUwIypksfE,13,23,99,A panda climbs up a three-tiered cake and another panda is sitting and looking at the cake.,-pUwIypksfE_13_23,1
84032,lw7pTwpx0K0,38,48,17,A man is assembling a machine.,lw7pTwpx0K0_38_48,1
84085,lb8J2zCQTlo,3,8,23,A person cutting raw meat.,lb8J2zCQTlo_3_8,1
84159,ge7OOILJA6U,20,25,46,Three young men are standing on stage playing guitars.,ge7OOILJA6U_20_25,1
84259,-YI0cxuNcq8,262,272,251,A woman demonstrating abdominal exercises.,-YI0cxuNcq8_262_272,1
84331,H9Oplnr8WcE,24,34,30,a person surfing a big wave,H9Oplnr8WcE_24_34,1
84390,kZfBt5me3Pg,2,7,117,"A man, driving down the street, is toting a woman on the back of his motorcycle.",kZfBt5me3Pg_2_7,1
84440,BE_uxYK9uz0,150,168,122,A boy finds a Praying Mantis on a playground.,BE_uxYK9uz0_150_168,1
84497,dhxE9CNeVeY,0,12,28,A boy wearing glasses is bending over a chair and screaming.,dhxE9CNeVeY_0_12,1
84570,Afmc6FeN-hM,20,24,35,a group of people dancing,Afmc6FeN-hM_20_24,1
84685,9wxB1UQi0MM,18,38,62,A person cuts butter into a pile of flour.,9wxB1UQi0MM_18_38,1
84722,UJKythlXAIY,17,21,31,A marching band plays in the woods.,UJKythlXAIY_17_21,1
84797,IhzXQ-gc9IQ,125,129,88,"A man is driving a car, and the man and woman passenger are smiling at each other.",IhzXQ-gc9IQ_125_129,1
84850,-4wsuPCjDBc,5,15,102,A squirrel is eating a peanut in it's shell.,-4wsuPCjDBc_5_15,1
84949,1RchFBCT9JU,43,53,128,A hedgehog is eating small round yellowish pieces of something off a wooden floor.,1RchFBCT9JU_43_53,1
85063,CquJjlNuotg,147,155,66,A man is cutting a cardboard plate with scissors.,CquJjlNuotg_147_155,1
85101,8sARjdhSvpo,167,176,46,A woman is slicing cabbage.,8sARjdhSvpo_167_176,1
85236,s80J2dAUUyI,33,43,76,A man is doing algebraic equations on a white board.,s80J2dAUUyI_33_43,1
85331,bmxIurBrW5s,51,70,24,a woman practicing a volleyball,bmxIurBrW5s_51_70,1
85394,VuCFgiWfVF4,0,6,187,A young man takes a six-pack of beer off a shelf and takes it to the counter where he turns and walks off with it.,VuCFgiWfVF4_0_6,1
85435,umjc1CkO4JA,290,305,39,A man is chopping a tree in the Forrest.,umjc1CkO4JA_290_305,1
85543,k9Brw_0gncU,14,33,43,A man is performing on the electric guitar.,k9Brw_0gncU_14_33,1
85619,ficwZQYmRLE,5,20,86,A large white dog sniffs a small yellow duck who then pecks the dog on his face.,ficwZQYmRLE_5_20,1
85670,hNPZmTlY_3Q,0,8,62,A monkey is karate kicking at someone's gloved hand.,hNPZmTlY_3Q_0_8,1
85765,ul9Xvjt83eI,111,120,20,A man is talking to another man.,ul9Xvjt83eI_111_120,1
85824,jW77z3-SrO4,56,63,79,A woman adds orange paste to flour.,jW77z3-SrO4_56_63,1
85869,Qwn0Ni9G5ow,64,69,35,a car traveling through the city,Qwn0Ni9G5ow_64_69,1
85946,9uDPqigcnzw,36,46,11,A man plays a guitar.,9uDPqigcnzw_36_46,1
86002,pptYu3YQnxY,160,170,37,Ingredients are being mixed in a mixing bowl.,pptYu3YQnxY_160_170,1
86116,wFX6bXLbHW4,83,90,133,A man in a black cape causes a policeman to disappear and continues to walk after being shot several times by another man.,wFX6bXLbHW4_83_90,1
86170,eZLxohGP4IE,147,158,87,A man is cutting a thin piece of plywood in strips with a hunting knife.,eZLxohGP4IE_147_158,1
86206,t3VPeyYL-fI,35,39,39,A chef mixing food,t3VPeyYL-fI_35_39,1
86269,6Q3ltyPJJMQ,67,72,29,Kevin Spacey bench pressing in a garage.,6Q3ltyPJJMQ_67_72,1
86327,yg4aNiO1JnI,111,114,60,A dog is bouncing his front paws on a trampoline.,yg4aNiO1JnI_111_114,1
86451,7d1d2WlEnKs,0,12,128,A kitten comes out of a cardboard box and runs into a paper tube.,7d1d2WlEnKs_0_12,1
86518,fJr2evLANsE,0,10,31,A cat is playing and playing a turtle.,fJr2evLANsE_0_10,1
86581,unhiT2D6WvE,0,20,19,A cat playing in a box.,unhiT2D6WvE_0_20,1
86654,jDFn-1lXJ98,71,80,53,A dog runs and hides behind a tree.,jDFn-1lXJ98_71_80,1
86709,ogcqFaNbah4,475,487,19,Group of people are dancing.,ogcqFaNbah4_475_487,1
86814,fw8qvK67jYY,50,97,43,A man is juicing both halves of a lemon on a citrus juicer.,fw8qvK67jYY_50_97,1
86945,SaYwh6chmiw,15,40,85,A train slows down and stops.,SaYwh6chmiw_15_40,1
87016,BgoOihBb78w,38,40,57,"Two boys are singing and dancing, one behind the other.",BgoOihBb78w_38_40,1
87131,UoPU8F9mus8,258,262,24,A lady is exercising.,UoPU8F9mus8_258_262,1
87186,DGQL5lx-mwE,2,12,33,A woman makes a huge bubble.,DGQL5lx-mwE_2_12,1
87317,YersIyzsOpc,15,30,106,"A young man comes into a bedroom and throws a tantrum, slapping and hitting the bed covers.",YersIyzsOpc_15_30,1
87359,DhwrBs96Kgk,120,124,51,A monkey is walking on water.,DhwrBs96Kgk_120_124,1
87437,wX-Bl25Htag,104,115,53,A woman is talking while applying eyeshadow.,wX-Bl25Htag_104_115,1
87740,btuxO-C2IzE,64,72,85,A lion jumps up and is hugged and petted by two long-haired men.,btuxO-C2IzE_64_72,1
87891,cR2yi-JnGcQ,8,16,38,A woman is street walking her dog.,cR2yi-JnGcQ_8_16,1
87968,FeTaKOPVaJg,15,25,47,A group of young girls are dancing on stage.,FeTaKOPVaJg_15_25,1
88309,b4FM9OLBGyM,37,49,102,A young woman puts eyeliner on .,b4FM9OLBGyM_37_49,1
88386,02Z-kuB3IaM,2,13,60,A black boar is running in the woods.,02Z-kuB3IaM_2_13,1
88425,glrijRGnmc0,211,215,32,A man using a microwave,glrijRGnmc0_211_215,1
88570,kJY5BRCNAs4,3,6,46,a baby picks up a phone.,kJY5BRCNAs4_3_6,1
88637,UdcObAQ5OOM,15,30,72,A woman in a ski cap and sunglasses is riding in the back seat of a car talking on a cell phone.,UdcObAQ5OOM_15_30,1
88684,i2GgBwlwV0c,24,31,38,Milk is being poured into a mixer.,i2GgBwlwV0c_24_31,1
88741,lKpGc3SCSVw,12,20,42,Two roosters are fighting in a ring.,lKpGc3SCSVw_12_20,1
88808,2I20ZTFHheg,96,104,44,A person cuts a sock.,2I20ZTFHheg_96_104,1
88867,9zXqkHvs0po,59,65,19,An older woman is cracking eggs.,9zXqkHvs0po_59_65,1
88930,Pgm-mOQu2MM,48,62,16,A woman is dancing in rain.,Pgm-mOQu2MM_48_62,1
88992,sJSmRik2c-c,1,7,57,A yellow train is speeding down a track.,sJSmRik2c-c_1_7,1
89047,rV5VmhY3-Sw,65,76,36,A boy is singing in the street.,rV5VmhY3-Sw_65_76,1
89145,rXZy-PHtnxg,8,42,47,A man is window cleaning.,rXZy-PHtnxg_8_42,1
89216,GnwKcpfr_ng,10,20,67,A man and woman are sitting at a tv newsdesk talking.,GnwKcpfr_ng_10_20,1
89359,tJHUH9tpqPg,113,118,38,A woman is squeezing a lemon.,tJHUH9tpqPg_113_118,1
89414,PNMsPz1701c,3,20,105,"A boy picks up a large log with hand holds cut into it, and raises the log above his head.",PNMsPz1701c_3_20,1
89532,aGUx0QOKWXw,7,12,232,"An episode of ""I Love Lucy"" where Desi lights Lucy a cigarette.",aGUx0QOKWXw_7_12,1
89577,PugziVUikEg,117,140,63,A young woman does her eyebrow.,PugziVUikEg_117_140,1
89722,mOZkcBcWR8o,6,12,63,A young girl is pushing a toy stroller in a store.,mOZkcBcWR8o_6_12,1
89788,fcvW1vr8hAs,104,108,2409,A choir is singing.,fcvW1vr8hAs_104_108,1
89847,WTx-K045yQM,85,98,93,Someone is slicing a tomato with a serrated knife.,WTx-K045yQM_85_98,1
89903,WyIqGyj21Dk,0,10,91,Someone is drawing on George Washington's face on a one dollar bill.,WyIqGyj21Dk_0_10,1
89960,ymC2bNi6-Is,9,19,15,A guy is talking to another guy.,ymC2bNi6-Is_9_19,1
90210,lv8d_qLLqsk,1,20,30,A boy is playing a guitar.,lv8d_qLLqsk_1_20,1
90263,0GXq1An3yHI,22,35,50,A woman chops up curd.,0GXq1An3yHI_22_35,1
90451,AdcgmBtE99c,108,114,117,A woman sunbather takes sunglasses out of a dark bag and puts them on.,AdcgmBtE99c_108_114,1
90503,6njscWrdnM0,8,18,140,"Each time a man karate kicks a mannequin he falls down, so he finally starts punching the mannequin with his fists until it falls.",6njscWrdnM0_8_18,1
90554,0SMOK2ql7Pg,5,12,40,A cat scratches a board in the sink.,0SMOK2ql7Pg_5_12,1
90615,xb-Nacm-pKc,78,82,42,Pink Floyd performing onstage and video.,xb-Nacm-pKc_78_82,1
90728,pNelR-nHz7g,68,90,211,A cooked bird is being cut.,pNelR-nHz7g_68_90,1
90772,DvYN53KBDr0,51,62,29,people destroying a car,DvYN53KBDr0_51_62,1
90919,4xVGpDmA4lE,23,33,159,"A man walking down the street singing is carrying suitcases on his head and a woman, with her arms around his neck, on his back.",4xVGpDmA4lE_23_33,1
91032,4cgzdXlJksU,83,90,94,A girl cuts the tip off a plastic icing squeeze tube with scissors.,4cgzdXlJksU_83_90,1
91140,Zoz0HcCB1vU,0,10,68,Snow dogs are pulling sleds.,Zoz0HcCB1vU_0_10,1
91203,xpOYXbMDDBY,1,20,70,Two men are playing musical instruments.,xpOYXbMDDBY_1_20,1
91283,-9CUm-2cui8,39,44,70,A woman puts four okra in a pan of boiling water.,-9CUm-2cui8_39_44,1
91332,Ne87egvJnWo,0,3,65,A man is breaking bricks with his foot.,Ne87egvJnWo_0_3,1
91507,5YJaS2Eswg0,22,26,33,A girl is skipping rope.,5YJaS2Eswg0_22_26,1
91566,0I4VKj4d0WI,24,40,36,A man is blowing bubbles,0I4VKj4d0WI_24_40,1
91631,R1UrFBF_0iU,35,41,205,A man dressed in a white robe and head gear picks up a man and throws him and then picks up a large board.,R1UrFBF_0iU_35_41,1
91684,F1BwUJ4--Qw,21,38,75,A man dressed as a cowboy quickly shoots various pistols and rifles.,F1BwUJ4--Qw_21_38,1
91748,Ylb4pnW-jP4,102,113,34,A young man running down the stairs.,Ylb4pnW-jP4_102_113,1
91802,nYwbAb0QvBE,195,210,53,A man making sausage balls.,nYwbAb0QvBE_195_210,1
91860,fIaLVw_Gc_w,99,109,26,A woman applying eye shadow.,fIaLVw_Gc_w_99_109,1
92045,MWzeInQaUk4,12,20,80,"A man, accompanied by a band, is singing into a microphone and playing a guitar.",MWzeInQaUk4_12_20,1
92098,5HAf_INrFy0,3,25,82,A cat mimics a boxing match on television.,5HAf_INrFy0_3_25,1
92166,PslVHtXc7Tg,8,14,75,A man driving a car runs into the side of a parked car in a parking lot.,PslVHtXc7Tg_8_14,1
92263,RZL9irxnhZ0,34,40,32,A man is being interviewed.,RZL9irxnhZ0_34_40,1
92326,4ikH9ZRcF2Q,89,105,32,A squirrel is moving in circles.,4ikH9ZRcF2Q_89_105,1
92384,TvBsaMgqh5s,61,68,27,A lady cooking meat in a pan,TvBsaMgqh5s_61_68,1
92451,uAaWVeaYLdQ,1,12,170,A man leaps up into the air and turns with his leg extended and lands in a squat on both feet.,uAaWVeaYLdQ_1_12,1
92576,CwPfvoqmV1Q,58,61,56,A man is doing a wheelie on a motorcycle as he drives in circles.,CwPfvoqmV1Q_58_61,1
92618,wsj_dzz33Ko,31,41,72,A man is cutting leaves.,wsj_dzz33Ko_31_41,1
92696,sm0OYD0NSbQ,51,59,102,A man wearing glasses and a suit is standing and talking in front of a huge bookshelf.,sm0OYD0NSbQ_51_59,1
92748,tYQ7O6V0Fvk,20,55,23,A young boy playing guitar,tYQ7O6V0Fvk_20_55,1
92822,K-KVz3eqbnA,1,10,49,A girl and a boy are eating their food.,K-KVz3eqbnA_1_10,1
92868,i3fd4nE8OCI,174,181,77,Two men appear to be fighting or wrestling.,i3fd4nE8OCI_174_181,1
92978,SZP3Jpbbwj0,52,59,53,A basket ball player does a hook shot on his opponent.,SZP3Jpbbwj0_52_59,1
93020,otvx5OZHTJc,1,22,37,A person is cutting a fish.,otvx5OZHTJc_1_22,1
93094,zxB4dFJhHR8,1,9,41,A girl riding a bicycle along the beach.,zxB4dFJhHR8_1_9,1
93161,s_ldnx8_etY,32,54,64,A whisk mixing an ingredient in a bowl.,s_ldnx8_etY_32_54,1
93223,nau1vCzyFQ4,37,54,22,A man is chopping an onion.,nau1vCzyFQ4_37_54,1
93286,jMO3jGQeqyk,3,6,84,A man in a black and yellow costume chops a chicken in half with an axe.,jMO3jGQeqyk_3_6,1
93346,lo4KcsBN--A,0,10,61,A tortoise chases fish in the ocean.,lo4KcsBN--A_0_10,1
93394,b4mJ3AQc-ag,30,34,39,A piece of chicken is being torn apart.,b4mJ3AQc-ag_30_34,1
93468,QsC8__3lwO0,50,60,1373,A chef seasons a game bird.,QsC8__3lwO0_50_60,1
93545,-s4-6QTT7HE,235,241,100,A man is dancing among a group of women dancers in costumes.,-s4-6QTT7HE_235_241,1
93636,z0zb--BOhDY,16,22,33,A man is rolling dough.,z0zb--BOhDY_16_22,1
93695,aDjNl5gs4nM,18,47,23,A person cutting a up a onion,aDjNl5gs4nM_18_47,1
93769,4eJJF11bIxM,1,9,58,Two girls are talking back and forth on cell phones.,4eJJF11bIxM_1_9,1
93867,ceOXCFUmxzA,100,110,44,A boy and woman are tossing a pumpkin.,ceOXCFUmxzA_100_110,1
93923,CulG2SMC7DU,14,25,80,A woman is lying on a blanket on a rock and reading a book.,CulG2SMC7DU_14_25,1
93974,mYzajpeAWuA,100,112,2198,A..man..plays...a..guitar.,mYzajpeAWuA_100_112,1
94038,OCcy9TDRGKo,118,127,99,Someone is sprinkling cheese on toasted slices of French bread.,OCcy9TDRGKo_118_127,1
94096,yAD_TS5L2d4,4,11,18,A monkey is sitting on carpet scratching itself.,yAD_TS5L2d4_4_11,1
94197,K-czl524zxk,6,15,43,A woman dials a cell phone.,K-czl524zxk_6_15,1
94312,Gm1WnWVXYzQ,0,9,101,A girl carrying books is walking down the street when a man in a jeep stops to talk to her.,Gm1WnWVXYzQ_0_9,1
94363,NZWiKMZS_k8,39,48,42,A girl combs her hair.,NZWiKMZS_k8_39_48,1
94545,_pBeOAMjGm8,1,18,34,A man is playing a guitar.,_pBeOAMjGm8_1_18,1
94642,4kQnrKvOTNg,15,24,225,A puppy is walking down the staircase.,4kQnrKvOTNg_15_24,1
94785,C_DDjCRxTxQ,1,4,88,"Two women are reclining on a couch talking, one woman with her arm around the other.",C_DDjCRxTxQ_1_4,1
94833,MY-rGamtAJc,6,22,28,A cat stares out of the window.,MY-rGamtAJc_6_22,1
94912,ViWQUOGIaSU,9,16,32,A ballerina dances on a stage.,ViWQUOGIaSU_9_16,1
94968,PECk9A-07Pw,1,9,39,A man playing the accordion.,PECk9A-07Pw_1_9,1
95029,5dv8MSWlxoQ,10,40,25,a girl making her hair in a mirror,5dv8MSWlxoQ_10_40,1
95155,ht2oIYBSoI0,9,21,67,A woman is riding a horse inside a track.,ht2oIYBSoI0_9_21,1
95235,6RlYLTU5gvM,18,24,60,A toy train is going around.,6RlYLTU5gvM_18_24,1
95298,jD4o_Lmy6bU,117,137,72,Someone is rolling dough into balls with their hands.,jD4o_Lmy6bU_117_137,1
95587,gqSOvUH_njE,151,155,181,A man with headphones slides down an esculator.,gqSOvUH_njE_151_155,1
95700,cM55xNJ_pfU,1,20,126,A guitar is played.,cM55xNJ_pfU_1_20,1
95762,inLBPVG8oEU,18,24,42,A young man is dancing alone.,inLBPVG8oEU_18_24,1
95812,xEDCfcMZlZY,37,41,16,a man cutting the grass,xEDCfcMZlZY_37_41,1
95929,ggWzbEFC-RE,1,11,20,A toddler is riding a horse.,ggWzbEFC-RE_1_11,1
96012,bAYIIlX-WWw,5,15,107,A man is sitting cross legged playing a wooden flute.,bAYIIlX-WWw_5_15,1
96069,7s0AXJtLL0Y,57,61,1224,A black pet cat is walking in the house.,7s0AXJtLL0Y_57_61,1
96122,lmCrIZeob4w,23,26,51,A group of people sing Christmas carols.,lmCrIZeob4w_23_26,1
96191,5L5MoemWC6g,10,13,21,The couple is kissing.,5L5MoemWC6g_10_13,1
96244,WinaH9SkW9c,11,38,24,A man is riding a horse.,WinaH9SkW9c_11_38,1
96320,MrMG15y3rWU,5,13,1931,A frog attacks someone's finger.,MrMG15y3rWU_5_13,1
96385,nTasT5h0LEg,12,14,56,A cat is on a sofa.,nTasT5h0LEg_12_14,1
96439,eVSQiPbepXg,44,49,38,A woman reading a paper.,eVSQiPbepXg_44_49,1
96508,_JorUS-8Nlg,63,73,110,A bus is being driven down a street with a group of people sitting on it's roof and hanging off the back.,_JorUS-8Nlg_63_73,1
96654,ry7AUQtuwdU,4,39,630,A keyboard is being played.,ry7AUQtuwdU_4_39,1
96726,5JSbxHECb-I,97,110,34,Ingredients are shown being mixed.,5JSbxHECb-I_97_110,1
96788,xlPyHMkpaQY,1,7,469,A person riding a mechanical bull,xlPyHMkpaQY_1_7,1
96923,t4vP-cXXWkY,14,20,150,A long-eared animal with a long tail is hopping.,t4vP-cXXWkY_14_20,1
96975,Ly5D0z9gKtc,15,20,19,Kids are eating burgers in a kitchen.,Ly5D0z9gKtc_15_20,1
97034,nMBSDpB3WB8,5,14,20,A girl is singing.,nMBSDpB3WB8_5_14,1
97423,C9vRgZDxTv4,26,33,32,A man is riding a motorized bike.,C9vRgZDxTv4_26_33,1
97536,sT5Bzt9w354,11,34,28,A person is folding a piece of paper.,sT5Bzt9w354_11_34,1
97602,4D1o4FC8YbA,207,216,38,A woman dances in front of a fire.,4D1o4FC8YbA_207_216,1
97675,Z10_CDPQKKs,1,6,71,A boy jumping on a pogo stick is pushed off by another boy.,Z10_CDPQKKs_1_6,1
97723,JledeVyklPw,1,6,16,A baby sneezes.,JledeVyklPw_1_6,1
97790,iEW-EkPQywU,61,83,19,A girl is chopping up a potato.,iEW-EkPQywU_61_83,1
97851,f_GnkweYzzI,35,41,53,A man throw a brick at a man on the ground.,f_GnkweYzzI_35_41,1
97904,a28s_wyqkyc,68,77,21,A man is running.,a28s_wyqkyc_68_77,1
97972,X0UJaprpxrk,18,26,1324,A Batman & Robin movie clip of them in a helicopter.,X0UJaprpxrk_18_26,1
98087,3n_Kqak2JdA,48,71,46,A man sells goods in store.,3n_Kqak2JdA_48_71,1
98156,ibSwITK4jjQ,14,24,91,A police-man is trying to check someone car.,ibSwITK4jjQ_14_24,1
98222,JM4913Fe-ic,4,15,60,A baby is singing.,JM4913Fe-ic_4_15,1
98285,mZVPkPqwzR4,38,45,11,A group of deer are crossing a road.,mZVPkPqwzR4_38_45,1
98403,SJZFNwfcSOw,3,18,12,A guy is playing guitar.,SJZFNwfcSOw_3_18,1
98456,fnpp8v9NbmY,181,188,43,A demonstration of a recipe is being shown.,fnpp8v9NbmY_181_188,1
98574,Qp-k0H93iJE,35,39,27,Men are playing cricket.,Qp-k0H93iJE_35_39,1
98630,aJoDt4DMkFU,118,124,71,Someone is sewing quilt squares on a sewing machine.,aJoDt4DMkFU_118_124,1
98678,IEQyCcageGg,99,126,45,Several images of rugby players are passing the ball to each other.,IEQyCcageGg_99_126,1
98748,Wv3u2q3oGeU,35,45,39,A man is playing an electric keyboard.,Wv3u2q3oGeU_35_45,1
98796,CGllPWAwmUo,1,15,28,A man plays a violin on the roof of a house.,CGllPWAwmUo_1_15,1
98896,FAD8CbQuvco,35,45,56,A apple being peeled on a cutting board.,FAD8CbQuvco_35_45,1
98942,4wT7zM8XgXQ,5,11,70,A driver crashes out of a parking spot.,4wT7zM8XgXQ_5_11,1
99081,PAN5IVvMlVc,17,23,40,Two girls are dancing.,PAN5IVvMlVc_17_23,1
99175,shPymuahrsc,5,12,81,Some kind of animal is sniffing at a plastic container of something.,shPymuahrsc_5_12,1
99278,Li3umATsU0E,1,5,92,A cat staring into the camera meows.,Li3umATsU0E_1_5,1
99373,bK-i_FAcpoY,86,92,125,"A man in a suit and sunglasses is sitting and smoking a thin cigar, and the smoke is swirling behind his head.",bK-i_FAcpoY_86_92,1
99430,Vn0Xv0fb1z4,18,30,78,"Two lions, seated on a couch, are watching animals on a television.",Vn0Xv0fb1z4_18_30,1
99474,Z3XarHZ3HpY,10,17,28,A tiger runs out of the jungle.,Z3XarHZ3HpY_10_17,1
99535,VU4qLrk5axA,40,58,45,A soccer team practicing drills.,VU4qLrk5axA_40_58,1
99659,-Ms9tsWmhyU,80,95,29,A flute is played.,-Ms9tsWmhyU_80_95,1
